post_text,label
Casually sending random pickup lines to Michael5SOS,1
mikey_gcliffor 5SOS Michael5SOS Ashton5SOS Calum5SOS  you are very brave for posting this Stay strong beautiful,1
Patiently waiting for the behind the scenes of HeyEverybodyMusicVideo because I feel like thats gonna be funny as fuck,1
RT mikey_gcliffor I was looking for a reason to stay strong then somewhere along the way I found 4 httptcoJjQAaYwPoq,1
They all be looking badass then Michael is groping himself xD httpstcos2SgejXx2B,1
"RT Luke5SOSloljoke retweet if you genuinely enjoyed the hey everybody music video

HeyEverybodyMusicVideo",1
5SOS ERMERGERD FINALLY,1
RT clifferconda Before and after joining the fandom heyeverybodymusicvideo httptcoH8LIKA4hbv,1
Pizza and chill httpstcoQrF3TZCtTk,1
And all of the smutty CEO fanfictions come to life xD httpstcoCQ3gw3guHd,1
Luke got the moves httpstcoOYaBrN2m1K,1
RT lrh5sos im following everyone who rts HeyEverybodyFollowParty,1
Almost 304k views on HeyEverybodyMusicVideo already,1
_5SOSFAMUPDATES I wonder whos actually called this already xD,1
Ashton is me when I have to go to work HeyEverybodyMusicVideo httptcoiHTMFzZAq3,1
Luke is me when my mom is yeling at me HeyEverybodyMusicVideo httptcoOEvIs4KmjY,1
"When the squad know they looking fine as hell
HeyEverybodyMusicVideo httptcocLJNMobAhI",1
When everyone in the squad is looking good then youre a hotdog XD HeyEverybodyMusicVideo httptcoN4qBMAnL7J,1
So how many times have I watched the HeyEverybodyMusicVideo  I lost count,1
Im very concerned for that hotdog HeyEverybodyMusicVideo httptcoVHSQFA9uDI,1
my dream life A giant ass pizza a hot tub chillin with soe rad biker looking dudes HeyEverybodyMusicVideo httptcoDTYi8AeLsY,1
We all know its calums dream to be a dog walkerlook at this face HeyEverybodyMusicVideo httptcoGfhlALTdhj,1
We all know Calum5SOS dream job is to be a dog walker xD HeyEverybodyMusicVideo,1
I am simultaneously laughing my ass off and crying my eyes out HeyEverybodyMusicVideo,1
Its official the HeyEverybodyMusicVideo can cure the flu,1
5SOS omfg its actually on time,1
HeyEverybody in 1 minute But in reality we all know its gonna be late,1
Luke5SOSloljoke we can do it We are the 5sosfam,1
5 minutes till HeyEverybodyMusicVideo 7 days til SoundsGoosFeelsGood ugh Im not prepared for this,1
5SOS__HELP probably Theyre always late,1
Can the HeyEverybodyMusicVideo cure the flu Were gonna find out in about 8 minutes,1
5SOS hoping the HeyEverybody music video will help me feel better Can a music video cure the flu I guess well find out,1
That moment when your Xbox controller dies in the middle of a game I bet Michael5SOS could totally relate XD,1
1Dand5sosinfo yeah its adding right now My WiFi is slow so itll take a few mins lol,1
1Dand5sosinfo Michael pleasee,1
"RT 1Dand5sosinfo GIVING OUT 5SOS DMS
COMMENT WHO YOU WANT 
ALL YOU NEED TO DO IS RT FOLLOW AND ADD US ON SNAPCHATONEDAND5SOSINFO 
CHECK",1
5SOS aka north american 2016 tour dates,1
Heres a bit sorry to 5SOS for not being strong enough,1
Just wishing I was numb Not even 5sos can save me now,1
"RT _5SOSFAMUPDATES Keith Do you know what VT stands for Its video tape btw
Michael Vaginal transmission

5SOSonJuice",1
5SOS Michael looks super happy to be there xD Michael5SOS,1
iAmAustinJones pretty sure my friends from FreeToBeBand have seen them more xD yall need to be friends lol,1
RT _5SOSFAMUPDATES My true favourite superhero httptco3scqF3diQ2,1
Rocking national no bra day xD,1
When someone says theyre not preordering SGFG 5sos 5sosfam httptcod43bKHw1MM,1
So 1800longdong is actually a call number xD Michael5SOS thanks for that,1
It was the first time k had to check into an airport by myself  Michael5SOS dude Ive been doing that since I was 15 It gets easier,1
Got my ticket for the 933FLZ jingle ball Cant wait to see 5SOS ShawnMendes and ddlovato pumped cantwait,1
Omg Calum5SOS calum wood xD httptcont5NOTsYmy,1
Omg 12 more days til sounds good feels good SGFG 5SOS,1
"RT jetaimemgc 5SOS OMG NEW TOUR SoundsLiveFeelsLive
Me httptcovcOmnoYQPp",1
5SOS JustARadict dude look,1
Literally my facial expression when I heard heyeverybody httptcoIGSHpPEtYu,1
Id totally share hey everybody on here but I want people to wait and be as surprised as I was Yall should have seen my face 5SOS,1
HEY EVERYBODY IS SO GOOD SGFG IS GONNA KILL ME,1
Hey everybody gives me the feels 933FLZ you guys killed me Seriously 5SOS,1
Bank account has insufficient funds  hey everybody My everyday life,1
Ashton5SOS see the thing is My radio station already played it and it was AWESOME,1
933FLZ played heyeverybody and I freaked out while driving and cried a little and yeah 5SOS,1
Made a horrible mistake of rewatching my 5SOS videos from the Tampa concert Now currently crying Ugh the feels,1
Michael5SOS when hes 60 to his wife xD httptco7CSQwTXPwD,1
JackAllTimeLow hold up Yall are in Florida Guess whos coming your way This girl,1
I dont even know why I bother Im not gonna win anyway TheNewBrokenScene httptco2SVd7LQGht,1
MYKINGISMICHAEL I dont have any idea,1
HeyEverybody is number 4 on the top trending list for the US 5SOS Michael5SOS Ashton5SOS Luke5SOS Calum5SOS httptcoHu5glyWNQG,1
I am not mentally physically or emotionally prepared for the new single 5SOS NEWBROKENSCENE HeyEverybody,1
How about the fact that Michael5SOS laugh is the most adorable thing ever httpstco8g0mwjUGkP,1
5SOS so fucking pumped,1
Someone made a buzzfeed about Michael5SOS httptcovRNv2OCZpp,1
httpstcoExjMUUGOAJ who wants to be my date to the fandom prom,1
Ashton5SOS Ill beat up whoever did it,1
Ashton5SOS Ill cry for you,1
Ashton5SOS I would literally cry for weeks,1
So apparently everyone in 5SOS except Calum5SOS would pierce their nipples I question why I like this band so much,1
"Malum game still going strong
malum 5sos 5sosfam Calum5SOS Michael5SOS httptcowLd3iAMiUS",1
"How big is Michaels dick
Calum 
Calum5SOS Michael5SOS 5SOS 5sos 5sosfam httptcovaNQ6V0mVF",1
When shes kinda hot comes on the radio and you internally freak out 5SOS 5sos 5sosfam,1
Michael5SOS take the sock off Dont be the person that sleeps with socks on,1
calum__hood secret wonderland I actually have an obsession with BampB so I own all of them xD,1
People be sharing this having no idea that the 5sosfam laughs at it because its Michael5SOS xD httptcoTyS3b7M8Rx,1
5SOS so when is this artwork gonna show up in the US I wanna experience thenewbrokenscene too,1
This would be Michael5SOS and his future girlfriend XD 5SOS httptco306sIONsE1,1
httpstco1V7XjcMuPm TheVampsband the fact that TheTide is in this video makes me love it even more,1
httpstcoTrTbYMTY49 what will happen if one of you gets a girlfriend the world will end  Ashton5SOS yep People have no chill,1
Dear neighbors Sorry for screaming so loud JustARadict and I fangirl constantly 5SOS 5sos 5sosfam,1
Dear neighbors Sorry for any desturbance yesterday night JustARadict and I fangirled too hard while watching FanGirlMovie AllTimeLow,1
httpstcorNSNMBG5yA the girl in the beginning is me no Im not ready 5SOS,1
19 days until SGFG and Im peeing myself 5SOS,1
RT Luke5SOSloljoke retweet if youre proud of all the stuff 5sos has achieved as a band,1
Laying out in the middle of the road staring at the stars thingsthe5sosfamdoes 5sosfam,1
UGH ITS OVER NO AlexAllTimeLow AllTimeLow JackAllTimeLow FanGirlMovie,1
Omfg Claire and Alex NO FUCKING WAY AlexAllTimeLow FanGirlMovie AllTimeLow,1
Crying cuz the dog got hit FUCK YOU AllTimeLow YOU DID THIS TO ME,1
JustARadict and I screamed when AlexAllTimeLow walked into the coffee shop,1
Thought AlexAllTimeLow was gonna show up on TV Freaked out It wasnt him Oh thank god I wasnt ready for that anyway XD FanGirlMovie,1
OMG 15 MORE MINUTES FanGirlMovie AllTimeLow AlexAllTimeLow JackAllTimeLow,1
We freakout every time fangirlmovie commercial comes on JustARadict AlexAllTimeLow JackAllTimeLow,1
When 5SOS update their snapstories Luke5SOS Calum5SOS Michael5SOS Ashton5SOS httptcocCawivgyG3,1
kimocha16 JustARadict AlexAllTimeLow JackAllTimeLow riandawson zackalltimelow peeing myself,1
RT JustARadict Just saw the commercial for FanGirlMovie with StoverGirl2 heavy breathing AlexAllTimeLow JackAllTimeLow riandawson,1
RT JustARadict We decided to get creative StoverGirl2 Michael5SOS Ashton5SOS Calum5SOS Luke5SOS httptcojeYe3XLVqu,1
Im literally waiting for fangirl to come on heavy breathing FanGirlMovie JackAllTimeLow AlexAllTimeLow,1
Somethings gotta give comes on tv fangirlmovie AllTimeLow cant wait,1
"JustARadict you dont just shove it in Thats so rude
Watching 50 shades of grey 5SOS Michael5SOS Luke5SOS Calum5SOS",1
RT 5sauce_gibbons Hemmo1617 5SOS They say penis size is related to shoe size Which makes the fear of being raped by a clown that much ,1
5am and havent been to sleep yet Im tired but I cant sleep Fuck I blame Michael5SOS,1
When you cant sleep so you creep on 5SOS snalchat instead,1
"RT 5SOS__HELP RT for a DM to Michael
Free bc I forgot
Spamming link
Ashlea",1
In concerned about Michael5SOS XD those snaps are pretty concerning bro,1
I feel like Michael5SOS Is having way too much fun with Snapchat xD,1
JustARadict And I being children lol Actually were being 5sos XD 5SOS httptcoZyqRhOtE4R,1
5SOS have a Snapchat but have yet to post a snap story GET WITH THE PROGRAM GUYS,1
"Me I wish that I was 18
Me
Me oh wait Im gonna be 19 in a few months
Me I WISH I WAS 21 ",1
Luke5SOS you have it but you have yet to add a snap story Im disappointed in you guys 5SOS,1
Michael5SOS I ate pizza pockets,1
RT JustARadict Sometimes I feel like Im going insane TheNewBrokenScene StoverGirl2 Michael5SOS Ashton5SOS Calum5SOS Luke5SOS http,1
RT _5SOSFAMUPDATES Ashton saying BUBBLES in the angriest way possible  Hey_Erika_ httpstcoUSXyyO9DDj,1
Massive PCD because of wrapped around your finger Fuck you Michael5SOS,1
My Twitter Account is worth 25740 as of today See what your Tweets are worth at httptcommZjKNYXZi and WIN,1
Surprised no one has made a role play account for Michael5SOS or Ashton5SOS beard xD,1
5SOS AF right now and really bored 12am man I want pizza,1
"Michael5SOS has beard
Ashton5SOS  has beard
Luke5SOS  shaved beard
Calum5SOS  cant grow a beard XD
5SOS",1
Ashton5SOS beard ,1
5sosupdatesxxox KohtaKitty Michael5SOS ugh god he just looks like walking sex,1
"RT hjghwaytoheII PETITION FOR MICHAEL CLIFFORD TO DYE HIS HAIR PINK AGAIN BC HE LOOKS HOT AF

RT IF YOU AGREE httptcodtw3EqOCUT",1
God he looks soooo good Michael5SOS is all stressed and shit but stillakes time for the fans Hes perfect httptconzGVxO0uK3,1
How about all you Aussie fans back the fuck off and let the boys have a break God damn seriously they dont need your shit 5sos 5sosfam,1
RT Luke5SOSloljoke retweet if you think 5sos deserve a break while theyre in Australia,1
_5SOSFAMUPDATES bjtching god he looks good,1
My Twitter Account is worth 25428 today See what yours is worth at httptcommZjKNYXZi and Enter to WIN,1
RT ItsBryanAponte Fangirls are the best promoters in the world They deserve a lot more credit for everything they do,1
RT 5SOSTumblrx Excuse me but who gave you the right httptcoY52vPwA0sz,1
"RT 5SOSTumblrx When will Luke start following fans again
Cmon Luke you can start with us and people who retweet this 
Luke5SOS http",1
RT 5SOSTumblrx Retweet if you agree  httptcowkvdlkvCQK,1
"RT 5SOS__HELP RT for a DM to Michael
Free bc 
Sending link
Ashlea httptcoV9ZCDTYZ6I",1
nickjonas Puts on one hell of a show,1
nickjonas looking hella fine tonight at hob Thanks for an awesome show JMan httptco4h5BDtpRev,1
Love that a few of nickjonas songs tonight were so sexual like mmm yes please xD,1
"nickjonas that feels good
Girl next to me you feel good xD",1
At the nickjonas concert I bet Michael5SOS is jealous ,1
nickjonas yo so you gonna come out and meet fans after the show,1
Wow my Twitter Account is worth 25584 as of today See what your Tweets are worth at httptcommZjKNYXZi for FREE,1
RT iAmAustinJones Happy Friday I wore a tie  httptcopr8bleDtWV,1
nickjonas you ready to have a kick ass show tomorrow Ill be the one in the crowd with the crazy fangirling friend ,1
Everyones like omg hes mine back off like guys were family Family shares  5sos 5sosfam,1
nickjonas are you ready marellecole and I are gonna rain the party to new levels tomorrow in Orlando Pun intended,1
I havd less friends than Michael5SOS thats sad,1
Wow my Twitter Account is worth 25818 as of today See what your Tweets are worth at httptcommZjKNYXZi for FREE,1
"Are you insane like me
And in pain like me
 Halsey",1
Seeing nickjonas on Saturday Michael5SOS is jealous See what I did there ,1
Its5SOSPorn dont worry mom we can share ,1
Mukedelicinha _5SOSFAMUPDATES yeah I just found that out xD,1
Casually singing horribly to broken pieces by 5SOS because Im sick and I do what I want,1
Michael5SOS I side Clifford I blame you,1
Michael5SOS Im trying to play advanced warfare and youre distracting me by tweeting Stop,1
Derpcon is being held in Atlanta this year Thats only 8 hours away from me If I dont win Ill be really sad httptcoBFNkQD7ZR6,1
This is going to be my wedding cake httptcovFy6oTBOmf,1
httpstcoOgEtvhR0r1 hey 5SOS opener for the 2016 tour I think yes GSKband,1
Okay so Ireland Does this mean we have to predict the next location RunningFromSomething httptcoKvmdkzgOce,1
runningfromsomething Ive become a professional detective now httptcoi5LEMHxQSB,1
Wow my Twitter Account is worth 25740 as of today See what your Tweets are worth at httptcommZjKNYXZi for FREE,1
_5SOSFAMUPDATES Im pretty sure theyll be announcing the secret location for derpcon Which will probably be at the location on the map,1
"Shazam SKH for more entries Limit one entry per day
casually shazams SKH 50 times per day",1
ChannelVHits _5SOSFAMUPDATES 5SOS I wanna go But im kinda across the globe so Yeah Wait Ill just swim there xD,1
"iAmAustinJones hey Since you are a fellow member of the 5sosfam you have an obligation to tweet MTVFanWars5SOSFam thank you
PS youre ",1
Laughed too hard at this xD httpstcoi6y1yThdsg,1
RT Tha5SOSFamily Im tired and bored can we gain some more before voting is over in a few hours please MTVFanWars5SOSFam httptcoCYP,1
I just realized that RebelWilson plays in ghost rider xD,1
Pokemon and chill  Michael5SOS  httpstcozyYhA11yWR,1
Michael5SOS _5SOSFAMUPDATES you be talking forever fangirling and such and ash is all like lol nope Im done wit you xD,1
Yes Im 18 and I still eat dinosaur chicken nuggets and curly fries I regret nothing httptcoRkYWqtGev9,1
Hey so Im feeling that special location for derpcon The annandale hotel Yep catchthatfeeling 5sos httptcoEyC4OFe4a6,1
_5SOSFAMUPDATES omg does that mean that derpcon is gonna be held at the annandale,1
Its5SOSPorn its bryanna,1
Michael is so done with your shit x Michael5SOS httptcoom3LhriTiN,1
Wow my Twitter Account is worth 25428 as of today See what your Tweets are worth at httptcommZjKNYXZi for FREE,1
Ugh fucking sick still Fucking 5sos still isnt helping my sickness Goodbye world It was nice knowing ya At least I got to see 5sos live,1
"RT NlNTENDOMUKE this is the love of my life 

EMABestAustralianAct5SOS EMABigestFans5SOS httptcomWlG5YfuvO",1
_5SOSFAMUPDATES Hey_Erika_ sxssymgc oh god the way he licks his lips when he doesnt know what else to say,1
Bubble bath tea and 5sos All good for the soul 5SOS httptcoVBo6fXbsCi,1
Lets be hangry together Michael5SOS,1
sunriseon7 5SOS oh hey thats cool Ill just swim across the ocean to be there Better start swimming now,1
Michael5SOS this will be you httptcow0syvUvOg9,1
Michael5SOS me every damn day Or when I cant get my pizza fix for the day,1
So I tweet quite a lot but no one really favorites or RTs it That makes me sad,1
So tomb raider has become my new obsession for Xbox games I regret nothing Oh and I could totally kick Michael5SOS ass at black ops,1
Props to Karen_Clifford_ for creating a beautiful human being The earth is blessed with your creation momma clifford,1
"RT 5SOS__HELP rts for a dm to 
Michael
mbf and turn motifs on for more
sending link
tash",1
Since 5sos isnt helping me get better I had to turn to chamomile tea Ugh being sick sucks httptcoIjshBfmijt,1
When will you be choosing the fly always 5SOS,1
How many people from each country are you going to choose for the fly always 5SOS,1
One of these days Luke5SOS will read the stories I tell him in DM and he will know how fucking weird I am xD,1
I had a dream that I had Michaels babies It was twins I woke up and was like oh hell no I aint having anyones babies Fuck you brain,1
"When 5sos meet famous people omg theyre real
When the FAM meets 5sos OMG THEYRE REAL",1
"My mom is birchin cuz I so love this band
I really think its gotten so outta hand
Theyre kinda hot though
sheskindahot 5sos",1
When youre so sick that not even 5sos can help you know youre on your death bed Goodbye world 5sos sosick dyingnow goodbye,1
Can we all get something to let everyone know that were the new broken scene Like wed be the biggest gang in the world TheNewBrokenScene,1
Can the 5sosFam please stand up please stand up please stand up 5sosfam,1
"RT KohtaKitty Luke deserves to be happy pass it on
httpstcoRYckczkRZo",1
NewBroknSceneIs _5SOSFAMUPDATES chirpy_irwin 5SOS_Daily I like the second ond,1
"Knock knock knocking on heavens door
Lol nah its warmer in hell",1
5sostrong oh god he shaved Welcome back 2013 luke,1
AlexAllTimeLow were always sassy whatchu talkin bout,1
reading a fan fiction yesterday I dreampt about it I fucjing had twins with michael I woke up and was like hell nah I aint havin babies,1
Wow my Twitter Account is worth 25506 as of today See what your Tweets are worth at httptcommZjKNYXZi for FREE,1
httpstcog4cbc1XSP1 so yep This is kinda great Just thought Id let yall know Continue on with your day 5sos money,1
jetaimemgc cough fake fans cough cough,1
 Just wait till the 5sos FAM fully exposes her for who she is Just fucking wait httpstcoduBYcjP0xj,1
If fetus malum isnt the greatest thing ever then I dont know what is httptcoVjWofuBAu4,1
Everyones like omg lashton And Im here like Yeah but malum httptcoSV9F4As0SQ,1
So 5sos only really notice big accounts Im here like OMG I GOT ANOTHER FOLLOWER NOW I HAVE 367 yepThe sad life of an unpopular twitter,1
RT NlNTENDOMUKE GUYS httptcoglvMCSq7a7,1
NlNTENDOMUKE me too,1
So this asshole hit me today then sped off I bet it was fucking Michael5SOS,1
Michael5SOS omg seriously xD,1
Ashton5SOS UniStudios HorrorNights hate to break it to ya babe but there arent even any chains on the chainsaws so they cant hurt you,1
What is the most amount of times you can Shazam a song Cuz I just shazamed shes kinda hot 60 times xF,1
Wow my Twitter Account is worth 25272 as of today See what your Tweets are worth at httptcommZjKNYXZi for FREE,1
Omg calum and michael is trending XD Michael5SOS Calum5SOS do you have a speech prepared for being twitter trends httptcokTQ5s59YE7,1
Seriously need to kill some bitches httpstcogYYy0LLM6F,1
I am a michael girl But lately Ive been in Lukes lane I dont like it here its so emotional MAKE IT STOP,1
"someone makes me mad if you dont swim youll drown But dont move
Yep I just told you to die bitch",1
Listening to you suck by Abigail breslin cuz why not XD Michael5SOS,1
Michael5SOS unless its calum in white dress pants,1
NlNTENDOMUKE Michael5SOS I got used to it Manual is fun Easier to drift and do burn outs xD,1
NlNTENDOMUKE Michael5SOS dude I drive manual I stalled it so many times the first day I was so pissed off,1
RT 5sosworldalerts Michael Clifford spotted driving recently watchout julz httptco1XeRI9G7jo,1
Michael gets lisenceEVERYONE GET OFF THE ROAD HE THINKS ITS A LIVE VERSION OF MARIO KART HELL THROW TURTLE SHELLS AT YOU Michael5SOS,1
thingsthe5sosFamdoes fangirls too hard at times,1
thingsthe5sosFamdoes jams so hard to 5sos in the car,1
I really want this to trend because I wanna know what everyone in the FAM does thingsthe5sosFamdoes,1
thingsthe5sosFamdoes hate on 5sos but when someone not in the FAM hates on them we ready to kill that bitch,1
thingsthe5sosFamdoes freak out whenever a 5sos song comes on,1
Michael5SOS dude chill no one wants to touch your shit,1
arzayleaexposed I am willing to help in any way to get rid of this thot I want her gone,1
arzayleaexposed you can kind of see it Hes got that drunk look,1
Wow my Twitter Account is worth 25194 as of today See what your Tweets are worth at httptcommZjKNYXZi for FREE,1
Ashton5SOS XD this is what we talk about httptcotl7wAVyWgM,1
GenevieveVerso MissLusyd I havent but Ive been diagnosed with clinical depression,1
GenevieveVerso MissLusyd its super hard sometimes though,1
MissLusyd GenevieveVerso yes Dwelling on the positive is much more fun,1
GenevieveVerso MissLusyd haha Id have to do some more research Im gonna be a history major next semester so this is like porn to me,1
GenevieveVerso MissLusyd it was only like three generations ago so at pretty recentish,1
GenevieveVerso MissLusyd idk but yknow It makes sense,1
GenevieveVerso MissLusyd yeah well thats why my moms side doesnt drink,1
GenevieveVerso MissLusyd thats all I know but when I found out I was like wow I come from class,1
GenevieveVerso MissLusyd uh well Because my great grandpas dad made moonshine during Prohibition and they wanted to get away from that,1
MissLusyd GenevieveVerso funny story its why my maternal grandmas dads family relocated from AL to AR,1
GenevieveVerso MissLusyd though tbh Im descended from illegal moonshine makers so I dunno how I ended up being such a lightweight,1
MissLusyd GenevieveVerso I have Irish in me but not enough apparently,1
MissLusyd GenevieveVerso oh god an entire bottle would knock me out cold,1
MissLusyd GenevieveVerso probably dont wanna know,1
GenevieveVerso MissLusyd hangover was not worth it man Never drank since,1
GenevieveVerso MissLusyd yeah I once went to a fancy restaurant barely drank a thing My friend had to steady me back to the car,1
GenevieveVerso MissLusyd I can get tipsy after a sip of white wine So yeah I am,1
GenevieveVerso MissLusyd Ive never actually experienced whiskey,1
MissLusyd GenevieveVerso I have a kerig or however you spell it,1
GenevieveVerso MissLusyd eh well I made it a few hours ago It was too hot for hot coffee earlier,1
MissLusyd GenevieveVerso this coffee is actually making me sleepy,1
GenevieveVerso MissLusyd besides the reign of Michael Ann kitchen Nazi is almost over Thankfully,1
GenevieveVerso MissLusyd well I have coffee itll have to replace alcohol,1
GenevieveVerso MissLusyd no My family celebrates it on Christmas Eve because my dad works on Christmas,1
MissLusyd GenevieveVerso this conversation has happened at least three times today,1
GenevieveVerso Paige you arent doing this right then why dont YOU do it Michael Ann Im helping mom with dinner Helllllp,1
GenevieveVerso idk my sister is being the buzzkill of the kitchen right now,1
GenevieveVerso unless youre my family where everyone is sober Haha ,1
GenevieveVerso MissLusyd Shardfox sinnamon role light on the sin,1
GenevieveVerso MissLusyd Shardfox yes Or else Id be a scared cinnamon roll,1
Yes I made the icing ALL BY MYSELF httpstcoUMnmPF3ffi,1
GenevieveVerso MissLusyd Shardfox Ive never had a best Twitter friend before ,1
Ugly Christmas cookies a Priddy family tradition httpstcoXPaTZMkibB,1
GenevieveVerso MissLusyd Shardfox ah well I guess we just gotta be really good friends then,1
GenevieveVerso MissLusyd Shardfox Happy to be of service D,1
MissLusyd GenevieveVerso Shardfox the potential to produce wild children D,1
GenevieveVerso MissLusyd yes perfect timing While youre at it pick names too ,1
MissLusyd GenevieveVerso that is a neon red flag Yeah Never use babies as an opening line guys,1
He looks so done tbh httpstcortxBItPbCv,1
GenevieveVerso MissLusyd it was the have my babies that set off the red flag for me Heellll no,1
Preseeeents httpstco2dRbd0VwcV,1
techiem2 a bit Hes very proud of that remote though,1
Sleepy kitty httpstco9iSFlpeYlf,1
Yes shes grooming him too and he thinks its the cutest thing ever I love watching my dad with Tali Its really adorable,1
Father and his princess httpstcoe1dmAOQYqL,1
I messed up the cookies by accidentally putting extra sugar in them and now shes mad at me My mother is delighted to see us in the kitchen,1
RT jenwin77 When you save too many dank memes and have to find folders to put them all httpstcoaRi818zKfI,1
Christmas cookies with doodle_thebug httpstco4D8vG2HOQA,1
azarkansero is that bread,1
RT jenwin77 I wish Sturges would quit giving me people advice every time I walk by,1
RT DaDoberDog Didnt run the AC today but it was warm httpstcoUsSmkkRnWR,1
llama_ajol its almost Christmas Eve here in Louisianahighs expected at a whopping 79 degrees Yay D,1
Welp After the blood bank I stumbled upon I decided Ive had enough of bugs tonight Anyone doing anything fun,1
This game has been potting bugs at me for the past hour Bring it,1
Miralurks scare me but not as much as those giant ass mosquitos,1
I hate giant bugs Why does it always have to be giant bugs,1
Finally hit level 50 Score,1
MissLusyd azarkansero TheFuxedos ouch Even Im not that cruel,1
MissLusyd azarkansero TheFuxedos make Danny carry some,1
MissLusyd azarkansero TheFuxedos look You won the dirty Shakespeare contest Take the damn crown already,1
azarkansero TheFuxedos not itoh shit,1
azarkansero TheFuxedos well actually its be impossible since theres a mean dog guarding goodneighbor Not that I made someone try,1
azarkansero TheFuxedos yeah youd have to play more than five minutes to actually get to Hancock,1
RT Nowacking If youre working retail the next few days you have my sympathy and I love you and be strong people are awful lt3,1
I could just fall asleep right now but I dont wanna mess up my sleep schedule already,1
MissLusyd Ill be fine I just need to not think about my job for 11 days,1
MissLusyd dude I dont even drink and today made me want to start,1
While I was away my sister had succeeded in getting Hancock as a companion and stealing his outfit,1
So Ive been getting a lot of dresses and I think everyones just gonna wear dresses eventually doodle_thebug,1
We shouldnt be treated like this especially since we were just doing our jobs,1
I am so stressed out now for me and my coworkers mental well being Seriously In the 4 years Ive known her Ive never seen her cry,1
I am so sick of being perceived as not doing anything when I do everything Im told and more It drives me insane,1
I mean its not like I made three lists restocked the entire candy section and dusted the entire store Pshh,1
BUT since we made her wait thirty minutes for our pizza I apparently did NOTHING for the past few days except sit on my ass,1
and seriously I tried my hardest to have everything done on her damn list by the time she got there And it was to an extent,1
BUT Apparently since we made her wait thirty minutes to get our pizza that was all invalidated We didnt do anything Allegedly,1
We ended up making about 300 in thirty minutes and that was pretty cool,1
I mean EVERYONE decided to come in at that time and people were super needy and we were doing the best we could tbh,1
She was supposed to pick up pizza and we were supposed to order it but we got slammed and there was no way for us to get to the phones,1
Anyway My boss made my coworker cry and me pissed beyond belief,1
ughhyeah shit just hit the fan,1
UGH MY BOSS IS LETTING US CLOSE AT 130 MERRY CHRISTMAS TO ME,1
Poor cleaning lady  httpstcox9sMUzrID5,1
Retail hell is extra hellish today Wheee,1
Megafighter3 Sad thing is her bed is my bed She has her own side of the bed and everything,1
I kinda wanna go to bed but I dont want to become that person who goes to bed too early Also idk if Princess Tali will let me sleep,1
RT adambusch you cant plan crazy,1
Yeah live tweeting my sisters failures is over for the day due to exhaustion and weird feelingness,1
I still dont understand how easy it was to lose a guy in bright yellow shorts doodle_thebug,1
In other news Im feeling really weird,1
This is a train wreck What is she dooooing,1
Wasteland mom turns to a life of crime doodle_thebug,1
YeahIm just gonna attack him Im not too big into drug deals doodle_thebug,1
My sisters gardening obsession is making this live tweeting session quite dull doodle_thebug,1
DTT_Ehsan sweet I think my account is either KlutzySheep or TheKlutzySheep Youll be my first friend on the PSN D,1
DTT_Ehsan I will once Im in control of my ps4,1
Come MacCready we had to suit upafter you sit down Thats cool doodle_thebug,1
Oh man shes doing all this shady business in bright yellow shorts doodle_thebug,1
Hey kid wanna buy a sundial doodle_thebug,1
MissLusyd she actually doesnt use Twitter much but she does have one Ive only told her bits and pieces,1
azarkansero its okay hon pat I wont let her do anything to him,1
When she first met Hancock she burst out into giggles and said is this the guy that can overdose if you give him too many drugs,1
Shes gonna do the quest that allows you to recruit Hancock Aw yiss,1
I love watching my genius sister act like an idiot Its great,1
Im gonna put Minutemen flags on everything doodle_thebug those are us flags Im gonna put us flags on everything murica,1
The bed house does not discriminate If you wanna sleep outsidewell make it decorative doodle_thebug,1
Hello welcome to the bed house Dont mind the bloatflies theyre none of your concern doodle_thebug httpstcoeWDpjaGVzS,1
Imma put a couch herenah more beds This is the bed house  doodle_thebug,1
You really like MacCready dont you doodle_thebug Well he has my stuff,1
The chronicles of doodle_thebug tacky extortionist will continue in a few minutes,1
MissLusyd GenevieveVerso azarkansero nothingalarming shocked gasp,1
GenevieveVerso MissLusyd azarkansero nothingalarming yes we expect you to go where none of us will go,1
MissLusyd GenevieveVerso nothingalarming I love that we determined our smut queen with Shakespeare,1
MissLusyd GenevieveVerso nothingalarming sorry I thought you were the host gtgt,1
GenevieveVerso MissLusyd nothingalarming omg you didnt hear about the Miss Universe flub,1
MissLusyd GenevieveVerso nothingalarming I never had it to begin with man,1
MissLusyd GenevieveVerso azarkansero nothingalarming good girl,1
MissLusyd GenevieveVerso nothingalarming please the only other competitor was me the sinnamon roll without the sin,1
MissLusyd GenevieveVerso nothingalarming SEESEE YOU DESERVE IT,1
GenevieveVerso MissLusyd nothingalarming yes besides none of us have enough balls for the title,1
MissLusyd GenevieveVerso nothingalarming SINCE FOREVER,1
GenevieveVerso MissLusyd nothingalarming just accept it Lusyd You deserve the honor,1
GenevieveVerso MissLusyd nothingalarming THAT MAKES IT BETTER,1
GenevieveVerso MissLusyd nothingalarming Psh I knew shed win,1
GenevieveVerso MissLusyd nothingalarming thats what I thought it meant actually,1
GenevieveVerso MissLusyd nothingalarming thats all I could get beforehand e Google machine crashed,1
GenevieveVerso MissLusyd nothingalarming Thisbe I kiss the walls holenot your lips at all,1
GenevieveVerso MissLusyd nothingalarming time to dust off the ol Google machine,1
